Date,Indian rupee (INR)
02-11-1988,6117.93
03-11-1988,6378.96
04-11-1988,6291.8
07-11-1988,6230.23
08-11-1988,6266.87
09-11-1988,6351.83
10-11-1988,6239.36
11-11-1988,6216.91
14-11-1988,6213.57
15-11-1988,6324.62
16-11-1988,6271.3
17-11-1988,6312.74
18-11-1988,6296.02
21-11-1988,6166.13
22-11-1988,6236.6
23-11-1988,6233.97
24-11-1988,6267.57
25-11-1988,6301.08
28-11-1988,6304.86
29-11-1988,6265.94
30-11-1988,6256.74
01-12-1988,6314.68
02-12-1988,6295.35
05-12-1988,6377.64
06-12-1988,6387.06
07-12-1988,6362.15
08-12-1988,6307.87
09-12-1988,6355.9
12-12-1988,6384.37
13-12-1988,6323.93
14-12-1988,6270.71
15-12-1988,6251.95
16-12-1988,6212.03
19-12-1988,6129.85
20-12-1988,6218.02
21-12-1988,6199.38
22-12-1988,6234.79
23-12-1988,6264.24
26-12-1988,6264.24
27-12-1988,6264.24
28-12-1988,6186.16
29-12-1988,6111.74
30-12-1988,6123.14
02-01-1989,6123.14
03-01-1989,6152.09
04-01-1989,6161.77
05-01-1989,6121.66
06-01-1989,6185.04
09-01-1989,6046.84
10-01-1989,6114.9
11-01-1989,6006.01
12-01-1989,6054.82
13-01-1989,6046.59
16-01-1989,6159.38
17-01-1989,6149.1
18-01-1989,6075.37
19-01-1989,6113.97
20-01-1989,6081.97
23-01-1989,6202.32
24-01-1989,6177.87
25-01-1989,6070.76
26-01-1989,6095.65
27-01-1989,6131.07
30-01-1989,5879.26
31-01-1989,5970.25
01-02-1989,5930.64
02-02-1989,5908.94
03-02-1989,5916.64
06-02-1989,5846.48
07-02-1989,5897.25
08-02-1989,5894.07
09-02-1989,5944.05
10-02-1989,5961.1
13-02-1989,6047.33
14-02-1989,5786.82
15-02-1989,5774.98
16-02-1989,5801.28
17-02-1989,5881.23
20-02-1989,5789.67
21-02-1989,5842.15
22-02-1989,5888.3
23-02-1989,5924.58
24-02-1989,5940.04
27-02-1989,5998.9
28-02-1989,5884.35
01-03-1989,5890.82
02-03-1989,5858.3
03-03-1989,5899.35
06-03-1989,5985.38
07-03-1989,5954.14
08-03-1989,6013.52
09-03-1989,5965.48
10-03-1989,5927.42
13-03-1989,6039.34
14-03-1989,5999.68
15-03-1989,6056.43
16-03-1989,5996.26
17-03-1989,6075.31
20-03-1989,6242.91
21-03-1989,6069.41
22-03-1989,6056.52
23-03-1989,6195.41
24-03-1989,6195.41
27-03-1989,6195.41
28-03-1989,6138.42
29-03-1989,5944.91
30-03-1989,5977.55
31-03-1989,5942.82
03-04-1989,5943.3
04-04-1989,5977.45
05-04-1989,5960.15
06-04-1989,5970.93
07-04-1989,5988.68
10-04-1989,6068.05
11-04-1989,6034.73
12-04-1989,6053.95
13-04-1989,6083.71
14-04-1989,6059.53
17-04-1989,5977.47
18-04-1989,5975.25
19-04-1989,6009.04
20-04-1989,5987.85
21-04-1989,6029.96
24-04-1989,6012.29
25-04-1989,6074.08
26-04-1989,6069.49
27-04-1989,6067.62
28-04-1989,5922.89
01-05-1989,5922.89
02-05-1989,5966.95
03-05-1989,5990.83
04-05-1989,5991.5
05-05-1989,6013.55
08-05-1989,6003.97
09-05-1989,6007.9
10-05-1989,6000.73
11-05-1989,6057.04
12-05-1989,6005.93
15-05-1989,6155.9
16-05-1989,5995.36
17-05-1989,6019.96
18-05-1989,5914.74
19-05-1989,6037.5
22-05-1989,6031.87
23-05-1989,5947.11
24-05-1989,5834.7
25-05-1989,5885.57
26-05-1989,6215.6
29-05-1989,5820.7
30-05-1989,5919.46
31-05-1989,5869.37
01-06-1989,5883.53
02-06-1989,5891.63
05-06-1989,5912.36
06-06-1989,5908.37
07-06-1989,6034.88
08-06-1989,6081.23
09-06-1989,5938.09
12-06-1989,5874.47
13-06-1989,5923.47
14-06-1989,5952.98
15-06-1989,5899.97
16-06-1989,6046.82
19-06-1989,5881.21
20-06-1989,6020.16
21-06-1989,5948.12
22-06-1989,6073.66
23-06-1989,5924.29
26-06-1989,6148.81
27-06-1989,6099.96
28-06-1989,6143.19
29-06-1989,6199.04
30-06-1989,6142.86
03-07-1989,6265.93
04-07-1989,6132.15
05-07-1989,5982.29
06-07-1989,6035.77
07-07-1989,6196.13
10-07-1989,6066.67
11-07-1989,6158.47
12-07-1989,6180.43
13-07-1989,6211.35
14-07-1989,6077.27
17-07-1989,6050.8
18-07-1989,6029.74
19-07-1989,6103.93
20-07-1989,6057.32
21-07-1989,6152.11
24-07-1989,6068.9
25-07-1989,6102.97
26-07-1989,6065.1
27-07-1989,6108.1
28-07-1989,6090.49
31-07-1989,6011.26
01-08-1989,6060.55
02-08-1989,6048.23
03-08-1989,6082.31
04-08-1989,6388.22
07-08-1989,6035.25
08-08-1989,5992.84
09-08-1989,6036.93
10-08-1989,6020.4
11-08-1989,6104.47
14-08-1989,5981.31
15-08-1989,6108.68
16-08-1989,6078.48
17-08-1989,6113.21
18-08-1989,6060.92
21-08-1989,6026.86
22-08-1989,6021.87
23-08-1989,6104.06
24-08-1989,5976.72
25-08-1989,5938.71
28-08-1989,5938.71
29-08-1989,5915.28
30-08-1989,5967.52
31-08-1989,5962.5
01-09-1989,6027.3
04-09-1989,5911.55
05-09-1989,5985.29
06-09-1989,5979.71
07-09-1989,5965.11
08-09-1989,5992.91
11-09-1989,5912.6
12-09-1989,5973.57
13-09-1989,5948.84
14-09-1989,6006.07
15-09-1989,5991.21
18-09-1989,5956.82
19-09-1989,6017.74
20-09-1989,6018.32
21-09-1989,6046.78
22-09-1989,6112.16
25-09-1989,6120.59
26-09-1989,6082.59
27-09-1989,6156.48
28-09-1989,6094.18
29-09-1989,6115.9
02-10-1989,6229.15
03-10-1989,6128.26
04-10-1989,6148.48
05-10-1989,6081.64
06-10-1989,6072.96
09-10-1989,6145.62
10-10-1989,6088.18
11-10-1989,6103.6
12-10-1989,6096.98
13-10-1989,6078.35
16-10-1989,6151.69
17-10-1989,6129.37
18-10-1989,6145.18
19-10-1989,6174.69
20-10-1989,6130.13
23-10-1989,6072.58
24-10-1989,6075.12
25-10-1989,6148.9
26-10-1989,6128.41
27-10-1989,6219.64
30-10-1989,6329.11
31-10-1989,6309.71
01-11-1989,6246.6
02-11-1989,6338.8
03-11-1989,6407.47
06-11-1989,6337.58
07-11-1989,6461.38
08-11-1989,6449.62
09-11-1989,6506.58
10-11-1989,6509.56
13-11-1989,6522.74
14-11-1989,6529.13
15-11-1989,6615.2
16-11-1989,6596.7
17-11-1989,6653.56
20-11-1989,6636.55
21-11-1989,6702.84
22-11-1989,6910.73
23-11-1989,6933.59
24-11-1989,7002.95
27-11-1989,6920.14
28-11-1989,6919.25
29-11-1989,6931.62
30-11-1989,6881.84
01-12-1989,6972.86
04-12-1989,6925.43
05-12-1989,6801.15
06-12-1989,6771.25
07-12-1989,6837.55
08-12-1989,6883.41
11-12-1989,6874.9
12-12-1989,6965.69
13-12-1989,6991.23
14-12-1989,6914.07
15-12-1989,6989.35
18-12-1989,6863.69
19-12-1989,7000.89
20-12-1989,6974.52
21-12-1989,6985.78
22-12-1989,6908.75
25-12-1989,6908.75
26-12-1989,6908.75
27-12-1989,6846.17
28-12-1989,6720.74
29-12-1989,6624.8
01-01-1990,6624.8
02-01-1990,6764.68
03-01-1990,6700.28
04-01-1990,6713.74
05-01-1990,6851.37
08-01-1990,6729.06
09-01-1990,6827.43
10-01-1990,6914.71
11-01-1990,6973.61
12-01-1990,7051.7
15-01-1990,6997.48
16-01-1990,7001.3
17-01-1990,6956.9
18-01-1990,7016.49
19-01-1990,6929.93
22-01-1990,6884.29
23-01-1990,6940.37
24-01-1990,7139.16
25-01-1990,7006.85
26-01-1990,7068.27
29-01-1990,7035.31
30-01-1990,7056.12
31-01-1990,7041.03
01-02-1990,7058.09
02-02-1990,7086.38
05-02-1990,7040.93
06-02-1990,7133.48
07-02-1990,7175.96
08-02-1990,7083.95
09-02-1990,7087.06
12-02-1990,7137.24
13-02-1990,7092.75
14-02-1990,7030.97
15-02-1990,7055.59
16-02-1990,7019.58
19-02-1990,6979.79
20-02-1990,7134.71
21-02-1990,7139.17
22-02-1990,7101.98
23-02-1990,7067.87
26-02-1990,6923.83
27-02-1990,6950.62
28-02-1990,6957.44
01-03-1990,6927.35
02-03-1990,6917.63
05-03-1990,6789.69
06-03-1990,6913.06
07-03-1990,6827.31
08-03-1990,6835.68
09-03-1990,6816.59
12-03-1990,6749.77
13-03-1990,6795.82
14-03-1990,6776.42
15-03-1990,6819.65
16-03-1990,6834.11
19-03-1990,6809.75
20-03-1990,6832.01
21-03-1990,6721.41
22-03-1990,6718.95
23-03-1990,6749.22
26-03-1990,6274.06
27-03-1990,6330.24
28-03-1990,6347.25
29-03-1990,6376.7
30-03-1990,6334.4
02-04-1990,6459.98
03-04-1990,6536.07
04-04-1990,6442.64
05-04-1990,6493.77
06-04-1990,6503.79
09-04-1990,6410.44
10-04-1990,6428.02
11-04-1990,6457.77
12-04-1990,6403.17
13-04-1990,6403.17
16-04-1990,6403.17
17-04-1990,6457.19
18-04-1990,6476.59
19-04-1990,6488.78
20-04-1990,6517.63
23-04-1990,6535.07
24-04-1990,6535.5
25-04-1990,6440.64
26-04-1990,6458.65
27-04-1990,6457.87
30-04-1990,6379.27
01-05-1990,6412.48
02-05-1990,6438.39
03-05-1990,6405.64
04-05-1990,6307.62
07-05-1990,6307.62
08-05-1990,6429.48
09-05-1990,6400.65
10-05-1990,6419.75
11-05-1990,6369.35
14-05-1990,6308.08
15-05-1990,6361.91
16-05-1990,6392.6
17-05-1990,6371.09
18-05-1990,6371.09
21-05-1990,6398.52
22-05-1990,6481.92
23-05-1990,6296.69
24-05-1990,6347.61
25-05-1990,6267.36
28-05-1990,6267.36
29-05-1990,6394.51
30-05-1990,6366.52
31-05-1990,6295.47
01-06-1990,6311.02
04-06-1990,6137.29
05-06-1990,6230.6
06-06-1990,6251.07
07-06-1990,6143.19
08-06-1990,6155.03
11-06-1990,6101.01
12-06-1990,6191.69
13-06-1990,6088.61
14-06-1990,6024.74
15-06-1990,6032.38
18-06-1990,6012.77
19-06-1990,6069.81
20-06-1990,6038.55
21-06-1990,6086.93
22-06-1990,6063.32
25-06-1990,6091.89
26-06-1990,6077.14
27-06-1990,6107.45
28-06-1990,6144.75
29-06-1990,6140.54
02-07-1990,6282.62
03-07-1990,6299.15
04-07-1990,6283.33
05-07-1990,6266.72
06-07-1990,6291.06
09-07-1990,6225.32
10-07-1990,6142.12
11-07-1990,6153.92
12-07-1990,6189.51
13-07-1990,6341.6
16-07-1990,6242.1
17-07-1990,6278.41
18-07-1990,6224.6
19-07-1990,6310.07
20-07-1990,6278.95
23-07-1990,6311.02
24-07-1990,6418.67
25-07-1990,6476.62
26-07-1990,6421.36
27-07-1990,6381.4
30-07-1990,6312.5
31-07-1990,6457.2
01-08-1990,6431.92
02-08-1990,6608.75
03-08-1990,6570.28
06-08-1990,6532.45
07-08-1990,6622.92
08-08-1990,6671.27
09-08-1990,6648.45
10-08-1990,6768.09
13-08-1990,6995.84
14-08-1990,7121.66
15-08-1990,6877.93
16-08-1990,6949.57
17-08-1990,7080.71
20-08-1990,6965.73
21-08-1990,7160.76
22-08-1990,7074.69
23-08-1990,7121.64
24-08-1990,7095.63
27-08-1990,7095.63
28-08-1990,6738.57
29-08-1990,6675.15
30-08-1990,6805.67
31-08-1990,6783.83
03-09-1990,6814.07
04-09-1990,6717.68
05-09-1990,6701.75
06-09-1990,6797.75
07-09-1990,6788.61
10-09-1990,6872.36
11-09-1990,6725.03
12-09-1990,6763.09
13-09-1990,6792.58
14-09-1990,6881.6
17-09-1990,6895.84
18-09-1990,6879.21
19-09-1990,6913.94
20-09-1990,6964.69
21-09-1990,7058.23
24-09-1990,7060.62
25-09-1990,7296.12
26-09-1990,7280.58
27-09-1990,7276.28
28-09-1990,7333.11
01-10-1990,7340.83
02-10-1990,6999.17
03-10-1990,7005.1
04-10-1990,7140.68
05-10-1990,7136.23
08-10-1990,6909.27
09-10-1990,7162.32
10-10-1990,7055.58
11-10-1990,6978.08
12-10-1990,6982.21
15-10-1990,6820.83
16-10-1990,6573.7
17-10-1990,6619.67
18-10-1990,6630.61
19-10-1990,6734.73
22-10-1990,6788.1
23-10-1990,6713
24-10-1990,6709.37
25-10-1990,6794.48
26-10-1990,6761.38
29-10-1990,6677.5
30-10-1990,6776.61
31-10-1990,6895.03
01-11-1990,6873.12
02-11-1990,6874.82
05-11-1990,6751.87
06-11-1990,6865.32
07-11-1990,6950.06
08-11-1990,6981.23
09-11-1990,6977
12-11-1990,6847.75
13-11-1990,6946.73
14-11-1990,6943.08
15-11-1990,6831.97
16-11-1990,6803.45
19-11-1990,6710.48
20-11-1990,6864.11
21-11-1990,6801.37
22-11-1990,6841.54
23-11-1990,6921.37
26-11-1990,6968.33
27-11-1990,6945.32
28-11-1990,6983.68
29-11-1990,7016.25
30-11-1990,6999.61
03-12-1990,6958.41
04-12-1990,6836.59
05-12-1990,6799.85
06-12-1990,6697.01
07-12-1990,6712.97
10-12-1990,6733.66
11-12-1990,6735.97
12-12-1990,6695.85
13-12-1990,6729.11
14-12-1990,6752.04
17-12-1990,6795.66
18-12-1990,6845.86
19-12-1990,6883.57
20-12-1990,6979.53
21-12-1990,7014.24
24-12-1990,6939.16
25-12-1990,6939.16
26-12-1990,6939.16
27-12-1990,6955.85
28-12-1990,6977.52
31-12-1990,6948.86
01-01-1991,6948.86
02-01-1991,7097.34
03-01-1991,6997.65
04-01-1991,7019.49
07-01-1991,7179.96
08-01-1991,7101.91
09-01-1991,7044.76
10-01-1991,7122.52
11-01-1991,7136.08
14-01-1991,7260.59
15-01-1991,7323.45
16-01-1991,7395.39
17-01-1991,6954.41
18-01-1991,6938.81
21-01-1991,6872.84
22-01-1991,7009.93
23-01-1991,6972.91
24-01-1991,6893.84
25-01-1991,6897.1
28-01-1991,6899.19
29-01-1991,6963
30-01-1991,6815.03
31-01-1991,6810.58
01-02-1991,6777.32
04-02-1991,6758.15
05-02-1991,6815.41
06-02-1991,6703.63
07-02-1991,6775.06
08-02-1991,6915.98
11-02-1991,6795.22
12-02-1991,6816.95
13-02-1991,6886.47
14-02-1991,6923.48
15-02-1991,6908.32
18-02-1991,6875.99
19-02-1991,6924.34
20-02-1991,6957.84
21-02-1991,6906.34
22-02-1991,6825.32
25-02-1991,6820.09
26-02-1991,6825.84
27-02-1991,6862.91
28-02-1991,6917.02
01-03-1991,7010.34
04-03-1991,7031.59
05-03-1991,6932.59
06-03-1991,6962.65
07-03-1991,6975.45
08-03-1991,7036.34
11-03-1991,7214.22
12-03-1991,6949.85
13-03-1991,6994.8
14-03-1991,6970.9
15-03-1991,7010.26
18-03-1991,7086.06
19-03-1991,7043.29
20-03-1991,7063.35
21-03-1991,6982.26
22-03-1991,6964.89
25-03-1991,7024.16
26-03-1991,6954.1
27-03-1991,6922.24
28-03-1991,6942.23
29-03-1991,6942.23
01-04-1991,6942.23
02-04-1991,7034.74
03-04-1991,7025.68
04-04-1991,7049.5
05-04-1991,7055.1
08-04-1991,7081.24
09-04-1991,7177.33
10-04-1991,7168.99
11-04-1991,7163.27
12-04-1991,7183
15-04-1991,7346.92
16-04-1991,7123.02
17-04-1991,7119.9
18-04-1991,7147.54
19-04-1991,7155.72
22-04-1991,7245.96
23-04-1991,7193.09
24-04-1991,7181.09
25-04-1991,7162.39
26-04-1991,7134.14
29-04-1991,7076.44
30-04-1991,7226.59
01-05-1991,7202.35
02-05-1991,7154.18
03-05-1991,7089.03
06-05-1991,7089.03
07-05-1991,7255.44
08-05-1991,7275.11
09-05-1991,7300.34
10-05-1991,7297.93
13-05-1991,7324.49
14-05-1991,7311.36
15-05-1991,7384.19
16-05-1991,7287.29
17-05-1991,7278.88
20-05-1991,7186.73
21-05-1991,7349.64
22-05-1991,7360.23
23-05-1991,7342.44
24-05-1991,7442.91
27-05-1991,7442.91
28-05-1991,7345.34
29-05-1991,7471.97
30-05-1991,7491.29
31-05-1991,7527.25
03-06-1991,7527.31
04-06-1991,7609.76
05-06-1991,7608.37
06-06-1991,7655.8
07-06-1991,7724.24
10-06-1991,7756.03
11-06-1991,7804.74
12-06-1991,7783.63
13-06-1991,7739.69
14-06-1991,7713.78
17-06-1991,7667.51
18-06-1991,7820.61
19-06-1991,7771.1
20-06-1991,7764.45
21-06-1991,7704.5
24-06-1991,7470.68
25-06-1991,7675.56
26-06-1991,7719.47
27-06-1991,7684.7
28-06-1991,7785.63
01-07-1991,7786.87
02-07-1991,8487.76
03-07-1991,9685.62
04-07-1991,9605.1
05-07-1991,9652.66
08-07-1991,9324.49
09-07-1991,9550.28
10-07-1991,9620.76
11-07-1991,9506.87
12-07-1991,9502.32
15-07-1991,9348.02
16-07-1991,9574.33
17-07-1991,9570.2
18-07-1991,9544.21
19-07-1991,9560.25
22-07-1991,9458.21
23-07-1991,9454.9
24-07-1991,9419.15
25-07-1991,9381.44
26-07-1991,9377.68
29-07-1991,9310.1
30-07-1991,9300.92
31-07-1991,9347.97
01-08-1991,9345.5
02-08-1991,9262.07
05-08-1991,9045.97
06-08-1991,9129.36
07-08-1991,9132.33
08-08-1991,9152.11
09-08-1991,9227.46
12-08-1991,9260.88
13-08-1991,9211.88
14-08-1991,9253.15
15-08-1991,9300.54
16-08-1991,9281.7
19-08-1991,9337.36
20-08-1991,9205.06
21-08-1991,9223.01
22-08-1991,9227.82
23-08-1991,9191.54
26-08-1991,9138.66
27-08-1991,9173.96
28-08-1991,9158.27
29-08-1991,9035.58
30-08-1991,8953.66
02-09-1991,8931.07
03-09-1991,8976.29
04-09-1991,8973.78
05-09-1991,8955.86
06-09-1991,8978.98
09-09-1991,9017.03
10-09-1991,9053.73
11-09-1991,8903.88
12-09-1991,8919.53
13-09-1991,8891.47
16-09-1991,8798.32
17-09-1991,8980.04
18-09-1991,9018.78
19-09-1991,9026.09
20-09-1991,9017.18
23-09-1991,9035.65
24-09-1991,9105.64
25-09-1991,9106.18
26-09-1991,9065.53
27-09-1991,9003.55
30-09-1991,9120.51
01-10-1991,9118.07
02-10-1991,9158.06
03-10-1991,9188.54
04-10-1991,9167.71
07-10-1991,9264.01
08-10-1991,9244
09-10-1991,9229.75
10-10-1991,9267.78
11-10-1991,9219.94
14-10-1991,9233.98
15-10-1991,9233.9
16-10-1991,9213.83
17-10-1991,9242.9
18-10-1991,9247.45
21-10-1991,9398.69
22-10-1991,9365.73
23-10-1991,9347.85
24-10-1991,9306.95
25-10-1991,9337.13
28-10-1991,9249.24
29-10-1991,9213.55
30-10-1991,9287.85
31-10-1991,9241.39
01-11-1991,9244.86
04-11-1991,9183.24
05-11-1991,9197.78
06-11-1991,9137.15
07-11-1991,9137.15
08-11-1991,9123.48
11-11-1991,9149.78
12-11-1991,9148.86
13-11-1991,9200.64
14-11-1991,9175.34
15-11-1991,9165.84
18-11-1991,9349.06
19-11-1991,9358.39
20-11-1991,9348.65
21-11-1991,9386.67
22-11-1991,9487.3
25-11-1991,9529.52
26-11-1991,9450.76
27-11-1991,9490.17
28-11-1991,9452.49
29-11-1991,9466.73
02-12-1991,9537.91
03-12-1991,9310.26
04-12-1991,9405.68
05-12-1991,9399.91
06-12-1991,9504.02
09-12-1991,9597.37
10-12-1991,9506.6
11-12-1991,9466.24
12-12-1991,9290.57
13-12-1991,9287.48
16-12-1991,9280.01
17-12-1991,9223.1
18-12-1991,9248.52
19-12-1991,9258.77
20-12-1991,9232
23-12-1991,9204.44
24-12-1991,9289.61
25-12-1991,9289.61
26-12-1991,9289.61
27-12-1991,9103.94
30-12-1991,9079.38
31-12-1991,9080.55
01-01-1992,9080.55
02-01-1992,9063.28
03-01-1992,9110.33
06-01-1992,9098.96
07-01-1992,9018.43
08-01-1992,9030.94
09-01-1992,9106.45
10-01-1992,9261.71
13-01-1992,9029.07
14-01-1992,9117.81
15-01-1992,9199.55
16-01-1992,9190.8
17-01-1992,9252.6
20-01-1992,9294.25
21-01-1992,9259.43
22-01-1992,9208.97
23-01-1992,9194.46
24-01-1992,9169.24
27-01-1992,9289.34
28-01-1992,9237.4
29-01-1992,9208.62
30-01-1992,9252.59
31-01-1992,9182.86
03-02-1992,9127.8
04-02-1992,9188.18
05-02-1992,9126.53
06-02-1992,9170.63
07-02-1992,9170.51
10-02-1992,9128.46
11-02-1992,9225.58
12-02-1992,9246.06
13-02-1992,9250.12
14-02-1992,9162.35
17-02-1992,9148.38
18-02-1992,9142.38
19-02-1992,9397.16
20-02-1992,9321.04
21-02-1992,9264.97
24-02-1992,9007.73
25-02-1992,9124.57
26-02-1992,9081.68
27-02-1992,9215.65
28-02-1992,9210.34
02-03-1992,9172.99
03-03-1992,9692.41
04-03-1992,9678.65
05-03-1992,9733.61
06-03-1992,9671.78
09-03-1992,9514.56
10-03-1992,9611.85
11-03-1992,9644.55
12-03-1992,9727.1
13-03-1992,9740.24
16-03-1992,9677.18
17-03-1992,9634.53
18-03-1992,9689.47
19-03-1992,9600.12
20-03-1992,9670.64
23-03-1992,9877.56
24-03-1992,9858.85
25-03-1992,9856.14
26-03-1992,9855.29
27-03-1992,9843.85
30-03-1992,9896.22
31-03-1992,9913.34
01-04-1992,9946.86
02-04-1992,9829.23
03-04-1992,9836.07
06-04-1992,9887.77
07-04-1992,9758.67
08-04-1992,9765.12
09-04-1992,9786.6
10-04-1992,9892.61
13-04-1992,9843.55
14-04-1992,9769.09
15-04-1992,9840.35
16-04-1992,9691.57
17-04-1992,9691.57
20-04-1992,9691.57
21-04-1992,9672.91
22-04-1992,9720.13
23-04-1992,9705.27
24-04-1992,9646.37
27-04-1992,9577.43
28-04-1992,9628.21
29-04-1992,9618.79
30-04-1992,9615.68
01-05-1992,9764.97
04-05-1992,9764.97
05-05-1992,9629.26
06-05-1992,9625.37
07-05-1992,9605.44
08-05-1992,9646.04
11-05-1992,9544.63
12-05-1992,9490.58
13-05-1992,9496.88
14-05-1992,9509.75
15-05-1992,9610.12
18-05-1992,9527.23
19-05-1992,9546.24
20-05-1992,9495.36
21-05-1992,9587.74
22-05-1992,9627.57
25-05-1992,9627.57
26-05-1992,9681.77
27-05-1992,9740.62
28-05-1992,9637.97
29-05-1992,9669.22
01-06-1992,9608.44
02-06-1992,9681.47
03-06-1992,9720.78
04-06-1992,9672.8
05-06-1992,9677.62
08-06-1992,9972.63
09-06-1992,9571.92
10-06-1992,9572.43
11-06-1992,9599.63
12-06-1992,9620.48
15-06-1992,9598.92
16-06-1992,9687.95
17-06-1992,9702.77
18-06-1992,9677.75
19-06-1992,9715.28
22-06-1992,9585.95
23-06-1992,9703.33
24-06-1992,9650.2
25-06-1992,9716.5
26-06-1992,9727.66
29-06-1992,9756.05
30-06-1992,9838.49
01-07-1992,9826.5
02-07-1992,9730.44
03-07-1992,9808.72
06-07-1992,9980.62
07-07-1992,9844.93
08-07-1992,9934.68
09-07-1992,9905.73
10-07-1992,9947.44
13-07-1992,9936.77
14-07-1992,9986
15-07-1992,10017.64
16-07-1992,10047.7
17-07-1992,10144.78
20-07-1992,10490.51
21-07-1992,10191.5
22-07-1992,10186.73
23-07-1992,10197.89
24-07-1992,10159.6
27-07-1992,10171.03
28-07-1992,10197.84
29-07-1992,10174.22
30-07-1992,10129.91
31-07-1992,10174.5
03-08-1992,10003.19
04-08-1992,10001.12
05-08-1992,9935.93
06-08-1992,9882.48
07-08-1992,9901.29
10-08-1992,9908.71
11-08-1992,9860.18
12-08-1992,9810.41
13-08-1992,9564.55
14-08-1992,9527.13
17-08-1992,9459.81
18-08-1992,9524.71
19-08-1992,9582.79
20-08-1992,9559.19
21-08-1992,9564.67
24-08-1992,9573.93
25-08-1992,9674.43
26-08-1992,9599.63
27-08-1992,9618.14
28-08-1992,9699.96
31-08-1992,9699.96
01-09-1992,9697.47
02-09-1992,9647.78
03-09-1992,9609.58
04-09-1992,9688.13
07-09-1992,9712.07
08-09-1992,9707.9
09-09-1992,9743.23
10-09-1992,9702.28
11-09-1992,9641.58
14-09-1992,9775.99
15-09-1992,9817.91
16-09-1992,9817.67
17-09-1992,9900.35
18-09-1992,9871.25
21-09-1992,9849.02
22-09-1992,9908.59
23-09-1992,9875.75
24-09-1992,9888.31
25-09-1992,9915.99
28-09-1992,9818.43
29-09-1992,9854.5
30-09-1992,9903.84
01-10-1992,9925.59
02-10-1992,9883.52
05-10-1992,9888.79
06-10-1992,9921.75
07-10-1992,9925.34
08-10-1992,9955.03
09-10-1992,9954.34
12-10-1992,9775.16
13-10-1992,9741.93
14-10-1992,9770.59
15-10-1992,9671.85
16-10-1992,9680.17
19-10-1992,9845.54
20-10-1992,9746.06
21-10-1992,9764.25
22-10-1992,9721.63
23-10-1992,9771.76
26-10-1992,9681.95
27-10-1992,9599.1
28-10-1992,9598.24
29-10-1992,9628.17
30-10-1992,9632.52
02-11-1992,9665.16
03-11-1992,9621.01
04-11-1992,9585.86
05-11-1992,9581.02
06-11-1992,9557.01
09-11-1992,9541.29
10-11-1992,9353
11-11-1992,9407.18
12-11-1992,9437.84
13-11-1992,9479.52
16-11-1992,9513.48
17-11-1992,9468.16
18-11-1992,9531.95
19-11-1992,9498.6
20-11-1992,9538.12
23-11-1992,9395.09
24-11-1992,9477.52
25-11-1992,9510.71
26-11-1992,9515.43
27-11-1992,9478.94
30-11-1992,9425.57
01-12-1992,9513.5
02-12-1992,9618.65
03-12-1992,9580.25
04-12-1992,9718.93
07-12-1992,9505.79
08-12-1992,9721.63
09-12-1992,9645.89
10-12-1992,9708.81
11-12-1992,9754.13
14-12-1992,9651.19
15-12-1992,9681.77
16-12-1992,9751.11
17-12-1992,9824.83
18-12-1992,9751.59
21-12-1992,9628.99
22-12-1992,9612.76
23-12-1992,9672.6
24-12-1992,9605.21
25-12-1992,9605.21
28-12-1992,9605.21
29-12-1992,9541.12
30-12-1992,9627.13
31-12-1992,9639.3
01-01-1993,9639.3
04-01-1993,9483.75
05-01-1993,9276.49
06-01-1993,9519.28
07-01-1993,9540.21
08-01-1993,9480.3
11-01-1993,9447.19
12-01-1993,9526.49
13-01-1993,9478.63
14-01-1993,9477.88
15-01-1993,9507.58
18-01-1993,9426.76
19-01-1993,9524.76
20-01-1993,9518.8
21-01-1993,9542.76
22-01-1993,9435.1
25-01-1993,9413.95
26-01-1993,9589.22
27-01-1993,9620.03
28-01-1993,9590.63
29-01-1993,9642.39
01-02-1993,9625.36
02-02-1993,9642.16
03-02-1993,9666.34
04-02-1993,9666.35
05-02-1993,9791.73
08-02-1993,9677.88
09-02-1993,9842.65
10-02-1993,9939.4
11-02-1993,10092.24
12-02-1993,9998.6
15-02-1993,9801.4
16-02-1993,9916.51
17-02-1993,9898.54
18-02-1993,9893.94
19-02-1993,9979.78
22-02-1993,9887.62
23-02-1993,9920.75
24-02-1993,9916.52
25-02-1993,9997.49
26-02-1993,9885.56
01-03-1993,10493.75
02-03-1993,10642.55
03-03-1993,10562.64
04-03-1993,10517.22
05-03-1993,10524.19
08-03-1993,10304.87
09-03-1993,10332.53
10-03-1993,10281.53
11-03-1993,10338.36
12-03-1993,10313.97
15-03-1993,10244.94
16-03-1993,10409.6
17-03-1993,10364.36
18-03-1993,10387.77
19-03-1993,10486.11
22-03-1993,10392.85
23-03-1993,10451.44
24-03-1993,10436.84
25-03-1993,10483.43
26-03-1993,10486.42
29-03-1993,10380.82
30-03-1993,10455.87
31-03-1993,10539.89
01-04-1993,10501.71
02-04-1993,10694.93
05-04-1993,10550.91
06-04-1993,10601.26
07-04-1993,10536.92
08-04-1993,10597.5
09-04-1993,10597.5
12-04-1993,10597.5
13-04-1993,10558.87
14-04-1993,10638.81
15-04-1993,10615.99
16-04-1993,10584.78
19-04-1993,10546.47
20-04-1993,10663.2
21-04-1993,10631.12
