Date,Indian rupee (INR)
14-09-2001,13658.85
17-09-2001,14032.01
18-09-2001,13882.51
19-09-2001,13833.11
20-09-2001,13842.23
21-09-2001,14048.77
24-09-2001,13807.66
25-09-2001,13783.68
26-09-2001,13948.79
27-09-2001,13869.81
28-09-2001,14024.83
01-10-2001,13942.98
02-10-2001,13993.36
03-10-2001,13898.68
04-10-2001,13933.89
05-10-2001,13977.6
08-10-2001,14046.73
09-10-2001,13954.8
10-10-2001,13794.68
11-10-2001,13540.07
12-10-2001,13532.02
15-10-2001,13534.43
16-10-2001,13492.79
17-10-2001,13516.79
18-10-2001,13496.43
19-10-2001,13407.57
22-10-2001,13243.2
23-10-2001,13244.87
24-10-2001,13232.26
25-10-2001,13284.36
26-10-2001,13299.68
29-10-2001,13364.43
30-10-2001,13453.59
31-10-2001,13377.21
01-11-2001,13468.79
02-11-2001,13432.39
05-11-2001,13347.65
06-11-2001,13386.81
07-11-2001,13451.58
08-11-2001,13443.19
09-11-2001,13303.2
12-11-2001,13437.2
13-11-2001,13288.59
14-11-2001,13372.69
15-11-2001,13216.09
16-11-2001,13170.51
19-11-2001,13119.11
20-11-2001,13096.14
21-11-2001,13088.93
22-11-2001,13098.82
23-11-2001,13122.44
26-11-2001,13084.79
27-11-2001,13110.19
28-11-2001,13168.45
29-11-2001,13179.4
30-11-2001,13204.71
03-12-2001,13248.21
04-12-2001,13243.6
05-12-2001,13169.75
06-12-2001,13137.21
07-12-2001,13104.71
10-12-2001,13035.39
11-12-2001,13011.15
12-12-2001,13070.56
13-12-2001,13123.52
14-12-2001,13258.22
17-12-2001,13279.23
18-12-2001,13331.81
19-12-2001,13305.53
20-12-2001,13192.05
21-12-2001,13264.5
24-12-2001,13292.25
25-12-2001,13292.25
26-12-2001,13325.55
27-12-2001,13374.03
28-12-2001,13338.36
31-12-2001,13332.83
01-01-2002,13332.83
02-01-2002,13422.03
03-01-2002,13446.51
04-01-2002,13401.44
07-01-2002,13436.87
08-01-2002,13442.44
09-01-2002,13568.69
10-01-2002,13872.05
11-01-2002,13827.44
14-01-2002,13833.56
15-01-2002,13715.49
16-01-2002,13731.94
17-01-2002,13756.95
18-01-2002,13655.9
21-01-2002,13612.49
22-01-2002,13620.18
23-01-2002,13537.76
24-01-2002,13485.35
25-01-2002,13484.07
28-01-2002,13486.1
29-01-2002,13444.79
30-01-2002,13647.12
31-01-2002,13694.36
01-02-2002,13771.98
04-02-2002,13964.76
05-02-2002,14200.45
06-02-2002,14573.67
07-02-2002,14576.66
08-02-2002,14804.18
11-02-2002,14500.42
12-02-2002,14538.49
13-02-2002,14468.5
14-02-2002,14549.34
15-02-2002,14590.69
18-02-2002,14463.1
19-02-2002,14415.83
20-02-2002,14154.26
21-02-2002,14210.17
22-02-2002,14268.63
25-02-2002,14238.4
26-02-2002,14327.54
27-02-2002,14486.35
28-02-2002,14465.49
01-03-2002,14388.93
04-03-2002,14474.45
05-03-2002,14493.92
06-03-2002,14242.78
07-03-2002,14174.61
08-03-2002,14096.06
11-03-2002,14184.35
12-03-2002,14307.12
13-03-2002,14273.47
14-03-2002,14187.26
15-03-2002,14131.79
18-03-2002,14219.9
19-03-2002,14276.89
20-03-2002,14216
21-03-2002,14265.71
22-03-2002,14344.69
25-03-2002,14512.87
26-03-2002,14428.94
27-03-2002,14585.22
28-03-2002,14702.29
29-03-2002,14702.29
01-04-2002,14702.29
02-04-2002,14835.2
03-04-2002,14841.22
04-04-2002,14744.08
05-04-2002,14691.81
08-04-2002,14679.98
09-04-2002,14597.47
10-04-2002,14560.28
11-04-2002,14727.53
12-04-2002,14684.1
15-04-2002,14677.88
16-04-2002,14562.95
17-04-2002,14714.56
18-04-2002,14871.74
19-04-2002,14748.96
22-04-2002,14850.93
23-04-2002,14820.19
24-04-2002,14890.59
25-04-2002,15039.89
26-04-2002,15004.99
29-04-2002,15162.91
30-04-2002,15080.22
01-05-2002,15087.56
02-05-2002,15050.86
03-05-2002,15196.52
06-05-2002,15187.21
07-05-2002,15269.28
08-05-2002,15189.66
09-05-2002,15115.11
10-05-2002,15237.01
13-05-2002,15220.53
14-05-2002,15102.34
15-05-2002,15103.6
16-05-2002,15194.89
17-05-2002,15216.28
20-05-2002,15266.61
21-05-2002,15432.19
22-05-2002,15525.21
23-05-2002,15546.68
24-05-2002,15716.91
27-05-2002,15666.44
28-05-2002,15680.19
29-05-2002,16012.36
30-05-2002,15967.48
31-05-2002,16006.66
03-06-2002,16009.92
04-06-2002,16009.92
05-06-2002,15778
06-06-2002,15874.41
07-06-2002,15993.6
10-06-2002,15792.82
11-06-2002,15507.35
12-06-2002,15651.76
13-06-2002,15615.56
14-06-2002,15776.45
17-06-2002,15562.65
18-06-2002,15580.04
19-06-2002,15676.57
20-06-2002,15759.68
21-06-2002,15780.03
24-06-2002,15947.89
25-06-2002,15724.69
26-06-2002,15698.06
27-06-2002,15576.55
28-06-2002,15561.91
01-07-2002,15233.59
02-07-2002,15351.44
03-07-2002,15163.26
04-07-2002,15160.38
05-07-2002,15194.54
08-07-2002,15207.84
09-07-2002,15304.01
10-07-2002,15352.78
11-07-2002,15321.09
12-07-2002,15439.12
15-07-2002,15567.2
16-07-2002,15524.23
17-07-2002,15415.47
18-07-2002,15485.43
19-07-2002,15725.22
22-07-2002,15718.76
23-07-2002,15559.8
24-07-2002,15145.42
25-07-2002,15057.83
26-07-2002,14838.86
29-07-2002,14759.13
30-07-2002,14869.92
31-07-2002,14818.17
01-08-2002,14698.41
02-08-2002,14834.57
05-08-2002,15047.89
06-08-2002,14883.91
07-08-2002,15188.53
08-08-2002,15179.85
09-08-2002,15215.63
12-08-2002,15388.45
13-08-2002,15241.25
14-08-2002,15334.27
15-08-2002,15188.53
16-08-2002,15254.4
19-08-2002,15058.45
20-08-2002,14950.32
21-08-2002,14870.73
22-08-2002,14811.9
23-08-2002,14838.57
26-08-2002,14838.57
27-08-2002,15053.04
28-08-2002,15072.79
29-08-2002,15133.72
30-08-2002,15161.4
02-09-2002,15116.4
03-09-2002,15189.07
04-09-2002,15158.59
05-09-2002,15394.81
06-09-2002,15512.36
09-09-2002,15641.25
10-09-2002,15470.6
11-09-2002,15279.66
12-09-2002,15441.9
13-09-2002,15436.29
16-09-2002,15256.62
17-09-2002,15289.55
18-09-2002,15418.7
19-09-2002,15593.68
20-09-2002,15602.53
23-09-2002,15605.77
24-09-2002,15783.12
25-09-2002,15730.75
26-09-2002,15462.24
27-09-2002,15474.41
30-09-2002,15650.89
01-10-2002,15553.39
02-10-2002,15575.14
03-10-2002,15567.08
04-10-2002,15480.09
07-10-2002,15553.39
08-10-2002,15420.46
09-10-2002,15421.4
10-10-2002,15414.85
11-10-2002,15307.02
14-10-2002,15350.5
15-10-2002,15275.62
16-10-2002,15187.44
17-10-2002,15030.98
18-10-2002,15133.97
21-10-2002,15107.95
22-10-2002,15108.66
23-10-2002,15082.22
24-10-2002,15079.35
25-10-2002,15136.68
28-10-2002,15228.81
29-10-2002,15337.36
30-10-2002,15316.57
31-10-2002,15318.94
01-11-2002,15451.95
04-11-2002,15340.83
05-11-2002,15383.55
06-11-2002,15328.75
07-11-2002,15416.58
08-11-2002,15518.8
11-11-2002,15467.36
12-11-2002,15524.44
13-11-2002,15639.48
14-11-2002,15369.25
15-11-2002,15374.23
18-11-2002,15357.37
19-11-2002,15403.14
20-11-2002,15368.56
21-11-2002,15298.02
22-11-2002,15303.61
25-11-2002,15294.74
26-11-2002,15300.32
27-11-2002,15326.72
28-11-2002,15330.54
29-11-2002,15413.3
02-12-2002,15275.04
03-12-2002,15419.13
04-12-2002,15518.77
05-12-2002,15559.82
06-12-2002,15707.66
09-12-2002,15666.56
10-12-2002,15570.18
11-12-2002,15612.64
12-12-2002,15722.68
13-12-2002,15995.43
16-12-2002,16027.29
17-12-2002,16309.29
18-12-2002,16257.8
19-12-2002,16580.7
20-12-2002,16389.96
23-12-2002,16516.47
24-12-2002,16506.15
25-12-2002,16506.15
26-12-2002,16509.6
27-12-2002,16752.42
30-12-2002,16634.35
31-12-2002,16648.24
01-01-2003,16648.24
02-01-2003,16502.39
03-01-2003,16529.11
06-01-2003,16869.93
07-01-2003,16745.02
08-01-2003,16778.38
09-01-2003,16883.48
10-01-2003,16926.35
13-01-2003,16890.66
14-01-2003,16913.48
15-01-2003,16819.92
16-01-2003,16878.68
17-01-2003,17103.87
20-01-2003,17052.32
21-01-2003,16954.09
22-01-2003,17164.98
23-01-2003,17458.18
24-01-2003,17513.1
27-01-2003,17643.78
28-01-2003,17635.3
29-01-2003,17673.82
30-01-2003,17571.27
31-01-2003,17567.79
03-02-2003,17643.63
04-02-2003,17987.78
05-02-2003,18244.31
06-02-2003,17944.44
07-02-2003,17792.83
10-02-2003,17676.55
11-02-2003,17373.72
12-02-2003,17056.07
13-02-2003,16870.88
14-02-2003,16957.95
17-02-2003,16579.66
18-02-2003,16413.56
19-02-2003,16507.66
20-02-2003,16768.92
21-02-2003,16804.7
24-02-2003,16957.24
25-02-2003,17063.23
26-02-2003,16785.62
27-02-2003,16744.09
28-02-2003,16561.2
03-03-2003,16466.53
04-03-2003,16841.27
05-03-2003,16858.63
06-03-2003,16890.81
07-03-2003,16713.24
10-03-2003,16889.54
11-03-2003,16619.04
12-03-2003,16498.58
13-03-2003,15938.92
14-03-2003,15972.28
17-03-2003,16240.14
18-03-2003,16147.19
19-03-2003,16000.86
20-03-2003,16031.08
21-03-2003,15891.27
24-03-2003,15700.26
25-03-2003,15801.75
26-03-2003,15702.32
27-03-2003,15818.93
28-03-2003,15730.47
31-03-2003,15891.97
01-04-2003,15864.9
02-04-2003,15592.34
03-04-2003,15343.38
04-04-2003,15348.11
07-04-2003,15169.65
08-04-2003,15332.39
09-04-2003,15252.87
10-04-2003,15381.16
11-04-2003,15372.77
14-04-2003,15433.73
15-04-2003,15405.82
16-04-2003,15355.85
17-04-2003,15485.08
18-04-2003,15485.08
21-04-2003,15485.74
22-04-2003,15854.16
23-04-2003,15778.41
24-04-2003,15795.68
25-04-2003,15781.05
28-04-2003,15758.58
29-04-2003,15699.07
30-04-2003,15943.42
01-05-2003,16148.99
02-05-2003,16117.56
05-05-2003,16088.63
06-05-2003,16192.8
07-05-2003,16155.31
08-05-2003,16369.76
09-05-2003,16413.91
12-05-2003,16559.62
13-05-2003,16524.86
14-05-2003,16668.1
15-05-2003,16688.71
16-05-2003,16731.15
19-05-2003,16851.46
20-05-2003,17179.46
21-05-2003,17231.42
22-05-2003,17326.84
23-05-2003,17365.33
26-05-2003,17372.19
27-05-2003,17407.51
28-05-2003,16874.93
29-05-2003,17083.84
30-05-2003,16993.02
02-06-2003,17179.72
03-06-2003,17136.75
04-06-2003,17071.87
05-06-2003,17196.91
06-06-2003,17017.44
09-06-2003,17007.89
10-06-2003,16561.19
11-06-2003,16536.39
12-06-2003,16443.03
13-06-2003,16490.95
16-06-2003,16718.26
17-06-2003,16900.52
18-06-2003,16760.75
19-06-2003,16652.18
20-06-2003,16664.9
23-06-2003,16560.75
24-06-2003,16221.48
25-06-2003,16217.97
26-06-2003,16002.77
27-06-2003,16031.2
30-06-2003,16078.62
01-07-2003,16261.53
02-07-2003,16316.63
03-07-2003,16212.15
04-07-2003,16275.72
07-07-2003,16129.78
08-07-2003,16064.94
09-07-2003,15910.05
10-07-2003,15861.64
11-07-2003,15847.14
14-07-2003,15998.9
15-07-2003,16064.77
16-07-2003,15854.98
17-07-2003,15830.35
18-07-2003,15922.73
21-07-2003,16177
22-07-2003,16255.36
23-07-2003,16375.26
24-07-2003,16492.95
25-07-2003,16737.92
28-07-2003,16866.95
29-07-2003,16763.71
30-07-2003,16500.14
31-07-2003,16368.87
01-08-2003,16264.47
04-08-2003,16031.91
05-08-2003,16062.98
06-08-2003,16207.84
07-08-2003,16148.98
08-08-2003,16267.54
11-08-2003,16502.94
12-08-2003,16521.38
13-08-2003,16462.03
14-08-2003,16687.41
15-08-2003,16719.61
18-08-2003,16513.86
19-08-2003,16506.31
20-08-2003,16662.91
21-08-2003,16653.66
22-08-2003,16448.68
25-08-2003,16461.24
26-08-2003,16536.13
27-08-2003,17023.67
28-08-2003,16960.86
29-08-2003,17217.5
01-09-2003,17243.53
02-09-2003,17141.61
03-09-2003,16979.3
04-09-2003,17021.13
05-09-2003,17236.05
08-09-2003,17158.96
09-09-2003,17507.05
10-09-2003,17369.8
11-09-2003,17195.02
12-09-2003,17304.94
15-09-2003,17102.56
16-09-2003,17175.4
17-09-2003,17197.72
18-09-2003,17396.11
19-09-2003,17441.91
22-09-2003,17634.7
23-09-2003,17599.29
24-09-2003,17621.45
25-09-2003,17921.4
26-09-2003,17552.53
29-09-2003,17493.3
30-09-2003,17754.88
01-10-2003,17468.42
02-10-2003,17390.1
03-10-2003,17437.26
06-10-2003,16871.86
07-10-2003,17044.84
08-10-2003,17032.6
09-10-2003,16765.93
10-10-2003,16891.24
13-10-2003,16813.05
14-10-2003,17072.68
15-10-2003,17065.21
16-10-2003,16918.75
17-10-2003,16787.35
20-10-2003,16936.87
21-10-2003,17138.13
22-10-2003,17431.1
23-10-2003,17421.69
24-10-2003,17593.54
27-10-2003,17522.47
28-10-2003,17413.31
29-10-2003,17468.25
30-10-2003,17508.45
31-10-2003,17504.85
03-11-2003,17365.06
04-11-2003,17122.64
05-11-2003,17153.59
06-11-2003,17227.22
07-11-2003,17155.06
10-11-2003,17370.63
11-11-2003,17563.45
12-11-2003,17665.09
13-11-2003,17933.36
14-11-2003,18018.11
17-11-2003,17913.35
18-11-2003,17973.65
19-11-2003,18028.71
20-11-2003,18033.3
21-11-2003,18094.13
24-11-2003,17972.52
25-11-2003,17991.11
26-11-2003,18168.48
27-11-2003,18149.17
28-11-2003,18232.47
01-12-2003,18289.42
02-12-2003,18317.61
03-12-2003,18332.12
04-12-2003,18340.58
05-12-2003,18347.42
08-12-2003,18481.85
09-12-2003,18560.78
10-12-2003,18661.15
11-12-2003,18400.68
12-12-2003,18533.22
15-12-2003,18555.51
16-12-2003,18576.24
17-12-2003,18579.46
18-12-2003,18541.25
19-12-2003,18647.72
22-12-2003,18689.83
23-12-2003,18610.64
24-12-2003,18641.33
25-12-2003,18641.33
26-12-2003,18651.57
29-12-2003,18799.56
30-12-2003,18960.18
31-12-2003,18991.41
01-01-2004,18991.41
02-01-2004,18947.85
05-01-2004,19196.18
06-01-2004,19359
07-01-2004,19204.38
08-01-2004,19155.5
09-01-2004,19237.01
12-01-2004,19319.1
13-01-2004,19315.57
14-01-2004,19049.49
15-01-2004,18735.75
16-01-2004,18537.27
19-01-2004,18467.76
20-01-2004,18573.81
21-01-2004,18500.96
22-01-2004,18569.72
23-01-2004,18539.96
26-01-2004,18491.45
27-01-2004,18380.23
28-01-2004,18622.41
29-01-2004,18380.23
30-01-2004,18106.68
02-02-2004,18037.28
03-02-2004,18175.64
04-02-2004,18066.06
05-02-2004,18071.64
06-02-2004,18294.33
09-02-2004,18348.94
10-02-2004,18448.07
11-02-2004,18337.87
12-02-2004,18610.49
13-02-2004,18799.03
16-02-2004,18621.19
17-02-2004,18749.9
18-02-2004,18766.49
19-02-2004,18539.34
20-02-2004,18317.3
23-02-2004,18091.35
24-02-2004,18193.77
25-02-2004,18091.3
26-02-2004,17788.66
27-02-2004,17906.26
01-03-2004,18080
02-03-2004,17893.83
03-03-2004,17656.46
04-03-2004,17745.84
05-03-2004,18074.04
08-03-2004,18083.21
09-03-2004,18151.81
10-03-2004,18095.3
11-03-2004,18043.8
12-03-2004,17995.57
15-03-2004,17998.09
16-03-2004,18195.01
17-03-2004,18208.32
18-03-2004,18570
19-03-2004,18601.8
22-03-2004,18832.88
23-03-2004,18654.24
24-03-2004,18574.13
25-03-2004,18610.06
26-03-2004,18727.24
29-03-2004,18541.32
30-03-2004,18482.1
31-03-2004,18397.05
01-04-2004,18521.28
02-04-2004,18310.3
05-04-2004,18228.43
06-04-2004,18271.71
07-04-2004,18218.12
08-04-2004,18292.3
09-04-2004,18292.3
12-04-2004,18294.39
13-04-2004,17831.34
14-04-2004,17405.54
15-04-2004,17503.09
16-04-2004,17557.22
19-04-2004,17677.94
20-04-2004,17444.52
21-04-2004,17286.89
22-04-2004,17325.92
23-04-2004,17381.67
26-04-2004,17487.85
27-04-2004,17508.31
28-04-2004,17308.03
29-04-2004,17119.1
30-04-2004,17276.59
03-05-2004,17416.45
04-05-2004,17467.35
05-05-2004,17484.17
06-05-2004,17294.12
07-05-2004,16991.29
10-05-2004,16837.5
11-05-2004,17008.21
12-05-2004,17332.76
13-05-2004,16969.9
14-05-2004,17149.57
17-05-2004,17426.13
18-05-2004,17158.91
19-05-2004,17187.05
20-05-2004,17164.78
21-05-2004,17427.11
24-05-2004,17387.52
25-05-2004,17621.05
26-05-2004,17671.4
27-05-2004,17861.56
28-05-2004,17849.62
31-05-2004,17849.62
01-06-2004,18036.85
02-06-2004,17904.46
03-06-2004,17632.1
04-06-2004,17518.14
07-06-2004,17737.57
08-06-2004,17651.82
09-06-2004,17377.29
10-06-2004,17340.07
11-06-2004,17345.18
14-06-2004,17454.65
15-06-2004,17527.77
16-06-2004,17459.53
17-06-2004,17548.24
18-06-2004,18020.5
21-06-2004,18130.12
22-06-2004,18283.65
23-06-2004,17991.37
24-06-2004,18330
25-06-2004,18374.65
28-06-2004,18532.84
29-06-2004,18142.4
30-06-2004,18196.89
01-07-2004,18101.57
02-07-2004,18177.17
05-07-2004,18239.85
06-07-2004,18147
07-07-2004,18311.96
08-07-2004,18534.62
09-07-2004,18546.56
12-07-2004,18551.9
13-07-2004,18371.24
14-07-2004,18544.5
15-07-2004,18556.99
16-07-2004,18649.16
19-07-2004,18718.5
20-07-2004,18424
21-07-2004,18362.87
22-07-2004,18395.94
23-07-2004,18126.45
26-07-2004,18083.91
27-07-2004,18011.06
28-07-2004,17912.62
29-07-2004,17970.71
30-07-2004,18151.17
02-08-2004,18128.4
03-08-2004,18110.76
04-08-2004,18140.15
05-08-2004,18123.71
06-08-2004,18475.69
09-08-2004,18507.61
10-08-2004,18516.82
11-08-2004,18227.37
12-08-2004,18201.84
13-08-2004,18353.65
16-08-2004,18610.44
17-08-2004,18584.19
18-08-2004,18647.52
19-08-2004,18800.63
20-08-2004,18977.66
23-08-2004,18992.29
24-08-2004,18788.77
25-08-2004,18812.01
26-08-2004,18800.1
27-08-2004,18741.94
30-08-2004,18774.35
31-08-2004,18874
01-09-2004,18876.23
02-09-2004,18796.33
03-09-2004,18575.24
06-09-2004,18610.14
07-09-2004,18445.95
08-09-2004,18348.68
09-09-2004,18441.86
10-09-2004,18548.38
13-09-2004,18423.69
14-09-2004,18588.82
15-09-2004,18517.74
16-09-2004,18473.7
17-09-2004,18585.11
20-09-2004,18535.12
21-09-2004,18713.38
22-09-2004,18573.13
23-09-2004,18863.16
24-09-2004,18701.95
27-09-2004,18804.78
28-09-2004,18999.95
29-09-2004,18977.11
30-09-2004,19119.9
01-10-2004,19161.51
04-10-2004,18915.4
05-10-2004,19044
06-10-2004,19179.65
07-10-2004,19167.78
08-10-2004,19290.84
11-10-2004,19305.42
12-10-2004,18993.25
13-10-2004,18835.25
14-10-2004,19033.41
15-10-2004,19252.21
18-10-2004,19198.96
19-10-2004,19195.74
20-10-2004,19369.1
21-10-2004,19314.59
22-10-2004,19321.95
25-10-2004,19579.96
26-10-2004,19513.23
27-10-2004,19528.2
28-10-2004,19311.7
29-10-2004,19305.06
01-11-2004,19459.06
02-11-2004,19303.21
03-11-2004,19190.9
04-11-2004,19430.62
05-11-2004,19463.96
08-11-2004,19474.37
09-11-2004,19570.62
10-11-2004,19546.33
11-11-2004,19586.06
12-11-2004,19648.4
15-11-2004,19678.86
16-11-2004,19770.8
17-11-2004,19957.46
18-11-2004,19905.46
19-11-2004,20054.22
22-11-2004,20153.23
23-11-2004,20186.91
24-11-2004,20198.21
25-11-2004,20310.76
26-11-2004,20279.21
29-11-2004,20173.13
30-11-2004,20171.76
01-12-2004,20047.66
02-12-2004,20002.96
03-12-2004,19767.51
06-12-2004,19725.79
07-12-2004,19732.35
08-12-2004,19197.38
09-12-2004,19295.77
10-12-2004,19365.08
13-12-2004,19220.53
14-12-2004,19265.17
15-12-2004,19272.1
16-12-2004,19219.33
17-12-2004,19274.29
20-12-2004,19390.37
21-12-2004,19280.53
22-12-2004,19324.62
23-12-2004,19298.12
24-12-2004,19313.55
27-12-2004,19315.76
28-12-2004,19269.45
29-12-2004,19236.72
30-12-2004,19013.93
31-12-2004,18935.52
03-01-2005,18911.56
04-01-2005,18587.87
05-01-2005,18616.2
06-01-2005,18588.64
07-01-2005,18443.8
10-01-2005,18427.5
11-01-2005,18396.13
12-01-2005,18625.34
13-01-2005,18479.54
14-01-2005,18425.22
17-01-2005,18410.1
18-01-2005,18424.15
19-01-2005,18536.31
20-01-2005,18516.67
21-01-2005,18498.2
24-01-2005,18655.96
25-01-2005,18588.85
26-01-2005,18615.96
27-01-2005,18540.03
28-01-2005,18655.42
31-01-2005,18428.95
01-02-2005,18393.32
02-02-2005,18297.43
03-02-2005,18067.77
04-02-2005,18050.05
07-02-2005,18005.67
08-02-2005,17952.73
09-02-2005,17967.25
10-02-2005,18190.59
11-02-2005,18320.49
14-02-2005,18503.6
15-02-2005,18584.47
16-02-2005,18500.04
17-02-2005,18668.47
18-02-2005,18698.43
21-02-2005,18711.3
22-02-2005,18911.2
23-02-2005,18906.77
24-02-2005,18941.86
25-02-2005,18972.38
28-02-2005,18985.61
01-03-2005,18941.76
02-03-2005,18854.52
03-03-2005,18799.74
04-03-2005,18943.92
07-03-2005,18904.78
08-03-2005,19090.33
09-03-2005,19177.58
10-03-2005,19190.17
11-03-2005,19294.29
14-03-2005,19233.66
15-03-2005,19201.32
16-03-2005,19294.86
17-03-2005,19122.95
18-03-2005,19082.68
21-03-2005,18906.82
22-03-2005,18880.62
23-03-2005,18629.14
24-03-2005,18576.92
25-03-2005,18576.92
28-03-2005,18621.56
29-03-2005,18667.43
30-03-2005,18650.78
31-03-2005,18666.78
01-04-2005,18642.95
04-04-2005,18537.14
05-04-2005,18584.73
06-04-2005,18605.27
07-04-2005,18712.15
08-04-2005,18607.81
11-04-2005,18747.3
12-04-2005,18690.09
13-04-2005,18694.57
14-04-2005,18521.7
15-04-2005,18584.73
18-04-2005,18627.41
19-04-2005,18688.11
20-04-2005,18930.84
21-04-2005,18974.47
22-04-2005,18981.14
25-04-2005,18922.05
26-04-2005,19094.71
27-04-2005,18968.06
28-04-2005,18893.76
29-04-2005,18966.02
02-05-2005,18985.62
03-05-2005,18654.29
04-05-2005,18665.66
05-05-2005,18622.96
06-05-2005,18472.76
09-05-2005,18504.99
10-05-2005,18564.11
11-05-2005,18422.42
12-05-2005,18391.23
13-05-2005,18240.6
16-05-2005,18222.7
17-05-2005,18249
18-05-2005,18250.73
19-05-2005,18298.47
20-05-2005,18174.64
23-05-2005,18183
24-05-2005,18189.76
25-05-2005,18210.85
26-05-2005,18178.82
27-05-2005,18195.96
30-05-2005,18227.33
31-05-2005,18130.11
01-06-2005,18171.56
02-06-2005,18352.56
03-06-2005,18456.18
06-06-2005,18569.18
07-06-2005,18467.43
08-06-2005,18450.93
09-06-2005,18378.75
10-06-2005,18387.25
13-06-2005,18734.49
14-06-2005,18608.51
15-06-2005,18680.6
16-06-2005,18867.97
17-06-2005,19042.18
20-06-2005,19140.27
21-06-2005,18942.08
22-06-2005,19026.98
23-06-2005,19127.17
24-06-2005,19174.93
27-06-2005,19105.14
28-06-2005,19002.94
29-06-2005,18981.26
30-06-2005,19005.1
01-07-2005,18802.95
04-07-2005,18611.13
05-07-2005,18471.26
06-07-2005,18456.12
07-07-2005,18532.34
08-07-2005,18495.34
11-07-2005,18467.54
12-07-2005,18561.06
13-07-2005,18459.38
14-07-2005,18459.16
15-07-2005,18196.12
18-07-2005,18317.56
19-07-2005,18243.66
20-07-2005,18361.41
21-07-2005,18295.78
22-07-2005,18457.75
25-07-2005,18536.8
26-07-2005,18383.86
27-07-2005,18422.8
28-07-2005,18501.49
29-07-2005,18635.75
01-08-2005,18729.29
02-08-2005,18763.58
03-08-2005,18863.81
04-08-2005,19081.28
05-08-2005,19037.57
08-08-2005,18985.6
09-08-2005,18848.54
10-08-2005,19009.56
11-08-2005,19192.46
12-08-2005,19453.14
15-08-2005,19283.38
16-08-2005,19280.46
17-08-2005,19224.79
18-08-2005,19142.35
19-08-2005,19146.75
22-08-2005,19173.13
23-08-2005,19164.44
24-08-2005,19234.6
25-08-2005,19144.82
26-08-2005,19059.77
29-08-2005,19168.96
30-08-2005,18955.06
31-08-2005,19101.99
01-09-2005,19327.01
02-09-2005,19458.5
05-09-2005,19543.67
06-09-2005,19471.53
07-09-2005,19508.75
08-09-2005,19648.72
09-09-2005,19637.83
12-09-2005,19633.24
13-09-2005,19533.01
14-09-2005,19699.54
15-09-2005,19940.69
16-09-2005,20041.36
19-09-2005,20366
20-09-2005,20379.14
21-09-2005,20581.76
22-09-2005,20463.71
23-09-2005,20298.76
26-09-2005,20288.25
27-09-2005,20431.99
28-09-2005,20416
29-09-2005,20769.06
30-09-2005,20806.43
03-10-2005,20543.35
04-10-2005,20651.94
05-10-2005,20498.28
06-10-2005,20860.63
07-10-2005,20952.42
10-10-2005,21180.43
11-10-2005,21311.91
12-10-2005,21267.84
13-10-2005,21082.9
14-10-2005,20874.47
17-10-2005,21271.83
18-10-2005,21294.28
19-10-2005,21023.73
20-10-2005,20979.39
21-10-2005,20839.81
24-10-2005,21018.77
25-10-2005,21251.25
26-10-2005,21310.55
27-10-2005,21381.2
28-10-2005,21214.34
31-10-2005,21233.18
01-11-2005,20711.96
02-11-2005,20832.76
03-11-2005,20905.63
04-11-2005,20950.45
07-11-2005,20928.24
08-11-2005,21118.19
09-11-2005,21163.96
10-11-2005,21344.23
11-11-2005,21262.79
14-11-2005,21404.48
15-11-2005,21370.93
16-11-2005,21760.8
17-11-2005,22219.47
18-11-2005,22217.91
21-11-2005,22379.23
22-11-2005,22570.92
23-11-2005,22283.31
24-11-2005,22548.37
25-11-2005,22707.25
28-11-2005,22751.52
29-11-2005,22741.6
30-11-2005,22750.33
01-12-2005,23028.47
02-12-2005,23175.3
05-12-2005,23391.36
06-12-2005,23271.13
07-12-2005,23816.63
08-12-2005,23835.64
09-12-2005,24236.06
12-12-2005,24689.72
13-12-2005,24061.12
14-12-2005,23263.76
15-12-2005,22933.12
16-12-2005,22916.4
19-12-2005,22878.48
20-12-2005,22682.85
21-12-2005,22093.02
22-12-2005,22564.99
23-12-2005,22560
26-12-2005,22560
27-12-2005,22597.5
28-12-2005,23359.2
29-12-2005,23167.07
30-12-2005,23090.13
02-01-2006,23090.13
03-01-2006,23812.9
04-01-2006,23689.82
05-01-2006,23414.34
06-01-2006,23732.98
09-01-2006,23945.12
10-01-2006,23998.24
11-01-2006,24054.31
12-01-2006,23880.84
13-01-2006,24197.01
16-01-2006,24812.5
17-01-2006,24481.31
18-01-2006,24143.49
19-01-2006,24514.4
20-01-2006,25055.43
23-01-2006,24458.99
24-01-2006,24630.45
25-01-2006,24767.56
26-01-2006,24497.12
27-01-2006,24733.85
30-01-2006,24888.24
31-01-2006,25096.09
01-02-2006,25082.55
02-02-2006,25277.58
03-02-2006,25121.35
06-02-2006,25165.86
07-02-2006,24677.78
08-02-2006,24243.77
09-02-2006,24718.23
10-02-2006,24569.26
13-02-2006,24268.06
14-02-2006,23843.94
15-02-2006,23884.69
16-02-2006,23845.07
17-02-2006,24517.54
20-02-2006,24586.53
21-02-2006,24580.98
22-02-2006,24636.14
23-02-2006,24456.74
24-02-2006,24584.86
27-02-2006,24580.89
28-02-2006,24669.72
01-03-2006,25035.77
02-03-2006,24979.76
03-03-2006,24987.12
06-03-2006,25009.48
07-03-2006,24484.07
